,w1,w2,b,loss_log_decay,estimated_log_decay,alg
0,1.0976270078546495,1.430378732744839,1.2055267521432877,0.7265016,0.7762180721429114,FedBUG_1
1,0.834044009405148,1.4406489868843162,0.00022874963468977327,0.81793046,0.8626329398070605,FedBUG_1
2,0.8719898042840075,0.051852463655782666,1.0993249557574183,0.5893314,0.633832438515925,FedBUG_1
3,1.101595805149151,1.4162956452362097,0.5818094778258887,0.83491886,0.87790777112639,FedBUG_1
4,1.9340596780273533,1.0944644983514447,1.9453687199297687,0.5174218,0.5474097613079626,FedBUG_1
5,0.44398634217947897,1.7414646123547528,0.41343831067885284,0.83160865,0.8752346241061462,FedBUG_1
6,1.7857203028720032,0.6639596106023544,1.6424582461156636,0.57017064,0.6123190587410385,FedBUG_1
7,0.15261657874791434,1.5598375844802292,0.876818462881787,0.7335239,0.7830980687760588,FedBUG_1
8,1.7468588055836325,1.937081325641864,1.73838908042784,0.6124329,0.6590623300853917,FedBUG_1
9,0.02074830777139991,1.0037491842974775,0.9915465862682922,0.6166526,0.6633903518858373,FedBUG_1
10,1.542641286533492,0.041503898718803,1.2672964698525508,0.6312118,0.6790731935740792,FedBUG_1
11,0.3605393777535384,0.03895048297524917,0.9264370529966892,0.5759372,0.6188624579067625,FedBUG_1
12,0.30832568475934474,1.4800993930308095,0.5266300303702693,0.77147937,0.8195591795030341,FedBUG_1
13,1.5554048211476403,0.4750824400698246,1.648557065322737,0.54950184,0.5876607635771985,FedBUG_1
14,1.0278866875453805,1.5463301041585935,1.7408553714496253,0.54545146,0.5816262379199023,FedBUG_1
15,1.6976353945371574,0.35779184984199697,0.10872642861286286,0.82301545,0.8674449298976097,FedBUG_1
16,0.4465821583070777,1.0463266828013522,1.1014029131623622,0.62638474,0.673818692849721,FedBUG_1
17,0.5893300053742194,1.0611735112105882,0.3830415738949897,0.7304829,0.7801000743381588,FedBUG_1
18,1.3007484834791834,1.0109067474696858,1.7572029418431039,0.5335965,0.5683174840519121,FedBUG_1
19,0.19506720349890316,1.5224994333497126,0.4938759463326541,0.77411175,0.8220626718938531,FedBUG_1
20,1.1762616021545484,1.795427455818836,1.783061458949416,0.54890996,0.5861053538130141,FedBUG_1
21,0.09744976161825458,0.5782193195796337,1.4419326936624597,0.53843737,0.5730410137630155,FedBUG_1
22,0.41692107471768525,0.9633621235267318,0.8410760706287495,0.65659183,0.705773585869552,FedBUG_1
23,1.0345957676931785,1.8939252076296282,1.5309195187938138,0.65709627,0.7063064323971322,FedBUG_1
24,1.920034606671837,1.399024099899152,1.9997345852477584,0.51426667,0.5410274238291919,FedBUG_1
25,1.7402482732544238,1.1645538573451195,0.5576778814021381,0.88052386,0.9178515404760531,FedBUG_1
26,0.6158699052499417,1.0387829586106014,1.5365953230759468,0.55105066,0.5896922627740172,FedBUG_1
27,0.8514428210377916,1.6291674809891052,1.4707945803993592,0.6288486,0.6765654413450255,FedBUG_1
28,1.4580274845782382,1.1224792046552823,0.2499341840184819,0.8539489,0.8947673728340954,FedBUG_1
29,1.7275199711401659,0.5698119304552536,0.14651277616747205,0.84154963,0.884122989117021,FedBUG_1
30,1.28828707213667,0.7614969792702331,1.3260958106713372,0.6270809,0.6745286315388501,FedBUG_1
31,0.5721076433210313,1.916211133038,1.540625864437756,0.61726415,0.6640817510840678,FedBUG_1
32,1.7177785345860794,0.7454223099505599,1.1102575559971934,0.7623946,0.8109151460231466,FedBUG_1
33,0.49702025487545987,0.8999508421015909,0.8218816059930816,0.6576278,0.7068417600116493,FedBUG_1
34,0.07712336176281931,1.56020092104935,0.18540751066826666,0.7846664,0.8320170223519693,FedBUG_1
35,0.9161098964481811,0.6166992139298233,0.46297409007112456,0.70690423,0.756824902011468,FedBUG_1
36,1.4570143831914513,1.2032284247404266,1.9043613348120274,0.51730084,0.5486625795789453,FedBUG_1
37,1.8889932057146137,0.9281963486088152,0.3855900579143152,0.8837691,0.9209835084620656,FedBUG_1
